AgtId,PPName,Con,Reg,Contp,CowWar,Dat,War Type,War Name,Year From,Year To,War Duration
1739,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,851,2016-09-22,Intra-State,Second Afghan Mujahideen Uprising,1989,2001,13
553,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,851,1999-07-19,Intra-State,Second Afghan Mujahideen Uprising,1989,2001,13
409,Afghanistan: 1990s Taliban process,Afghanistan,Europe and Eurasia,Government,851,1993-03-07,Intra-State,Second Afghan Mujahideen Uprising,1989,2001,13
482,Afghanistan: 1990s Taliban process,Afghanistan,Europe and Eurasia,Government,851,1992-04-24,Intra-State,Second Afghan Mujahideen Uprising,1989,2001,13
1923,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2014-09-21,Inter-State,Invasion of Afghanistan,2001,2001,1
864,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2012-07-08,Inter-State,Invasion of Afghanistan,2001,2001,1
848,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2011-12-05,Inter-State,Invasion of Afghanistan,2001,2001,1
849,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2011-11-02,Inter-State,Invasion of Afghanistan,2001,2001,1
709,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2010-07-22,Inter-State,Invasion of Afghanistan,2001,2001,1
708,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2010-06-06,Inter-State,Invasion of Afghanistan,2001,2001,1
707,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2010-01-28,Inter-State,Invasion of Afghanistan,2001,2001,1
706,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2009-03-31,Inter-State,Invasion of Afghanistan,2001,2001,1
847,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2009-03-27,Inter-State,Invasion of Afghanistan,2001,2001,1
705,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2008-06-12,Inter-State,Invasion of Afghanistan,2001,2001,1
1069,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2007-07-03,Inter-State,Invasion of Afghanistan,2001,2001,1
1061,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2006-02-01,Inter-State,Invasion of Afghanistan,2001,2001,1
1054,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2004-04-01,Inter-State,Invasion of Afghanistan,2001,2001,1
909,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2002-12-24,Inter-State,Invasion of Afghanistan,2001,2001,1
908,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2002-01-22,Inter-State,Invasion of Afghanistan,2001,2001,1
272,Afghanistan: 2000s Post-intervention process,Afghanistan,Europe and Eurasia,Government,225,2001-12-05,Inter-State,Invasion of Afghanistan,2001,2001,1
1595,Algeria: Bouteflika Process,Algeria,Middle East and North Africa,Government,875,2005-08-14,Intra-State,Algerian Islamic Front War,1992,1999,8
1738,Algeria: Bouteflika Process,Algeria,Middle East and North Africa,Government,875,1999-07-20,Intra-State,Algerian Islamic Front War,1992,1999,8
1737,Algeria: Bouteflika Process,Algeria,Middle East and North Africa,Government,875,1999-07-13,Intra-State,Algerian Islamic Front War,1992,1999,8
1255,Algeria: Bouteflika Process,Algeria,Middle East and North Africa,Government,875,1996-09-17,Intra-State,Algerian Islamic Front War,1992,1999,8
1044,Algeria: Bouteflika Process,Algeria,Middle East and North Africa,Government,875,1995-01-13,Intra-State,Algerian Islamic Front War,1992,1999,8
484,Algeria: Bouteflika Process,Algeria,Middle East and North Africa,Government,875,1994-01-26,Intra-State,Algerian Islamic Front War,1992,1999,8
978,Angola: UNITA process,Angola,Africa (excl MENA),Government,907,2002-04-04,Intra-State,Third Angolan War,1998,2002,5
305,Angola: UNITA process,Angola,Africa (excl MENA),Government,907,2002-03-13,Intra-State,Third Angolan War,1998,2002,5
299,Angola: UNITA process,Angola,Africa (excl MENA),Government,907,1999-02-18,Intra-State,Third Angolan War,1998,2002,5
300,Angola: UNITA process,Angola,Africa (excl MENA),Government,907,1999-02-18,Intra-State,Third Angolan War,1998,2002,5
301,Angola: UNITA process,Angola,Africa (excl MENA),Government,907,1999-02-18,Intra-State,Third Angolan War,1998,2002,5
1,Angola: UNITA process,Angola,Africa (excl MENA),Government,907,1998-01-09,Intra-State,Third Angolan War,1998,2002,5
439,Angola: UNITA process,Angola,Africa (excl MENA),Government,880,1994-11-15,Intra-State,Angolan War of Cities,1992,1994,3
1318,Angola: UNITA process,Angola,Africa (excl MENA),Government,880,1993-05-31,Intra-State,Angolan War of Cities,1992,1994,3
1316,Angola: UNITA process,Angola,Africa (excl MENA),Government,880,1991-05-31,Intra-State,Angolan War of Cities,1992,1994,3
1319,Angola: UNITA process,Angola,Africa (excl MENA),Government,880,1991-05-31,Intra-State,Angolan War of Cities,1992,1994,3
1317,Angola: UNITA process,Angola,Africa (excl MENA),Government,880,1991-05-31,Intra-State,Angolan War of Cities,1992,1994,3
207,Angola: UNITA process,Angola,Africa (excl MENA),Government,804,1991-05-31,Intra-State,Angolan Control War,1976,1991,16
404,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2003-04-02,Intra-State,Africa's World War,1998,2002,5
1303,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2003-04-01,Intra-State,Africa's World War,1998,2002,5
455,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2003-03-06,Intra-State,Africa's World War,1998,2002,5
394,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2002-12-16,Intra-State,Africa's World War,1998,2002,5
623,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2002-04-19,Intra-State,Africa's World War,1998,2002,5
213,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2001-08-24,Intra-State,Africa's World War,1998,2002,5
356,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,2001-05-04,Intra-State,Africa's World War,1998,2002,5
319,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,1999-07-10,Intra-State,Africa's World War,1998,2002,5
1043,DRC: Second Congo war process,Democratic Republic of Congo,Africa (excl MENA),Government,905,1999-04-18,Intra-State,Africa's World War,1998,2002,5
684,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-03-01,Intra-State,Africa's World War,1998,2002,5
685,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-02-29,Intra-State,Africa's World War,1998,2002,5
692,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-02-29,Intra-State,Africa's World War,1998,2002,5
694,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-02-23,Intra-State,Africa's World War,1998,2002,5
695,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-02-22,Intra-State,Africa's World War,1998,2002,5
667,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-02-19,Intra-State,Africa's World War,1998,2002,5
757,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2008-01-30,Intra-State,Africa's World War,1998,2002,5
892,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2007-11-03,Intra-State,Africa's World War,1998,2002,5
137,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2007-06-29,Intra-State,Africa's World War,1998,2002,5
888,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2007-05-02,Intra-State,Africa's World War,1998,2002,5
891,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2007-04-14,Intra-State,Africa's World War,1998,2002,5
889,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2006-12-16,Intra-State,Africa's World War,1998,2002,5
890,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2006-11-01,Intra-State,Africa's World War,1998,2002,5
262,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2006-08-26,Intra-State,Africa's World War,1998,2002,5
649,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2002-12-24,Intra-State,Africa's World War,1998,2002,5
1719,Uganda peace process,Uganda,Africa (excl MENA),Government,905,2002-06-15,Intra-State,Africa's World War,1998,2002,5
397,Uganda peace process,Uganda,Africa (excl MENA),Government,905,1994-02-02,Intra-State,Africa's World War,1998,2002,5
1908,Burundi: 2015 onwards process,Burundi,Africa (excl MENA),Government,918,2017-05-05,Intra-State,Third Burundi War,2001,2003,3
1934,Burundi: 2015 onwards process,Burundi,Africa (excl MENA),Government,918,2016-10-11,Intra-State,Third Burundi War,2001,2003,3
713,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2009-04-08,Intra-State,Third Burundi War,2001,2003,3
1907,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2009-01-09,Intra-State,Third Burundi War,2001,2003,3
712,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2008-12-04,Intra-State,Third Burundi War,2001,2003,3
1905,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2008-06-10,Intra-State,Third Burundi War,2001,2003,3
711,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2008-05-26,Intra-State,Third Burundi War,2001,2003,3
336,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2006-09-07,Intra-State,Third Burundi War,2001,2003,3
702,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2006-06-18,Intra-State,Third Burundi War,2001,2003,3
1421,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2005-03-18,Intra-State,Third Burundi War,2001,2003,3
202,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2004-08-06,Intra-State,Third Burundi War,2001,2003,3
2034,Burundi: Local Process,Burundi,Africa (excl MENA),Inter-group,918,2004-06-30,Intra-State,Third Burundi War,2001,2003,3
1419,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-11-21,Intra-State,Third Burundi War,2001,2003,3
568,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-11-16,Intra-State,Third Burundi War,2001,2003,3
565,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-11-02,Intra-State,Third Burundi War,2001,2003,3
584,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-11-02,Intra-State,Third Burundi War,2001,2003,3
582,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-10-08,Intra-State,Third Burundi War,2001,2003,3
1304,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-01-27,Intra-State,Third Burundi War,2001,2003,3
1904,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2003-01-25,Intra-State,Third Burundi War,2001,2003,3
321,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2002-12-02,Intra-State,Third Burundi War,2001,2003,3
1425,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,918,2001-10-28,Intra-State,Third Burundi War,2001,2003,3
306,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,883,2000-08-28,Intra-State,Second Burundi War,1993,1998,6
380,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,883,1998-06-21,Intra-State,Second Burundi War,1993,1998,6
303,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,883,1994-09-10,Intra-State,Second Burundi War,1993,1998,6
1045,Burundi: Arusha and related peace process,Burundi,Africa (excl MENA),Government,883,1994-07-06,Intra-State,Second Burundi War,1993,1998,6
196,Cambodian peace process,Cambodia,Asia and Pacific,Government,857,1991-11-20,Intra-State,First Cambodian Civil War,1989,1991,3
243,Cambodian peace process,Cambodia,Asia and Pacific,Government,857,1991-10-23,Intra-State,First Cambodian Civil War,1989,1991,3
252,Cambodian peace process,Cambodia,Asia and Pacific,Government,857,1991-10-23,Intra-State,First Cambodian Civil War,1989,1991,3
378,Cambodian peace process,Cambodia,Asia and Pacific,Government,857,1991-10-23,Intra-State,First Cambodian Civil War,1989,1991,3
364,Cambodian peace process,Cambodia,Asia and Pacific,Government,857,1991-10-23,Intra-State,First Cambodian Civil War,1989,1991,3
1332,Cambodian peace process,Cambodia,Asia and Pacific,Government,857,1990-08-28,Intra-State,First Cambodian Civil War,1989,1991,3
1829,Darfur-Sudan peace process,Sudan,Africa (excl MENA),Government/territory,927,2008-11-08,Intra-State,Darfur War,2003,2006,4
804,Chad: Fourth War Process,Chad,Africa (excl MENA),Government,937,2011-06-13,Intra-State,Fifth Chad War,2005,2006,2
762,Chad: Fourth War Process,Chad,Africa (excl MENA),Government,937,2009-07-25,Intra-State,Fifth Chad War,2005,2006,2
761,Chad: Fourth War Process,Chad,Africa (excl MENA),Government,937,2007-10-25,Intra-State,Fifth Chad War,2005,2006,2
1265,Chad: Fourth War Process,Chad,Africa (excl MENA),Government,937,2007-08-13,Intra-State,Fifth Chad War,2005,2006,2
615,Chad: 'third war' process,Chad,Africa (excl MENA),Government,906,2003-12-14,Intra-State,Fourth Chad (Togoimi Revolt) War,1998,2000,3
910,Chad: 'third war' process,Chad,Africa (excl MENA),Government,906,2002-01-07,Intra-State,Fourth Chad (Togoimi Revolt) War,1998,2000,3
2045,Colombia VI - Government-ELN post-2015 process,Colombia,Americas,Government,856,2017-10-24,Intra-State,Eighth Colombian War,1989,2010,22
2043,Colombia VI - Government-ELN post-2015 process,Colombia,Americas,Government,856,2017-09-24,Intra-State,Eighth Colombian War,1989,2010,22
1890,Colombia VI - Government-ELN post-2015 process,Colombia,Americas,Government,856,2017-09-04,Intra-State,Eighth Colombian War,1989,2010,22
1937,Colombia VI - Government-ELN post-2015 process,Colombia,Americas,Government,856,2017-06-06,Intra-State,Eighth Colombian War,1989,2010,22
1936,Colombia VI - Government-ELN post-2015 process,Colombia,Americas,Government,856,2017-04-06,Intra-State,Eighth Colombian War,1989,2010,22
1845,Colombia V - Santos,Colombia,Americas,Government,856,2016-11-24,Intra-State,Eighth Colombian War,1989,2010,22
2127,Colombia V - Santos,Colombia,Americas,Inter-group,856,2016-10-29,Intra-State,Eighth Colombian War,1989,2010,22
2068,Colombia V - Santos,Colombia,Americas,Government/territory,856,2016-10-07,Intra-State,Eighth Colombian War,1989,2010,22
2065,Colombia V - Santos,Colombia,Americas,Government,856,2016-09-02,Intra-State,Eighth Colombian War,1989,2010,22
1655,Colombia V - Santos,Colombia,Americas,Government,856,2016-05-15,Intra-State,Eighth Colombian War,1989,2010,22
1935,Colombia V - Santos,Colombia,Americas,Government,856,2016-03-30,Intra-State,Eighth Colombian War,1989,2010,22
1547,Colombia V - Santos,Colombia,Americas,Government,856,2015-12-15,Intra-State,Eighth Colombian War,1989,2010,22
1368,Colombia V - Santos,Colombia,Americas,Government,856,2015-10-17,Intra-State,Eighth Colombian War,1989,2010,22
1369,Colombia V - Santos,Colombia,Americas,Government,856,2015-09-23,Intra-State,Eighth Colombian War,1989,2010,22
1397,Colombia V - Santos,Colombia,Americas,Government,856,2015-07-12,Intra-State,Eighth Colombian War,1989,2010,22
1398,Colombia V - Santos,Colombia,Americas,Government,856,2015-06-04,Intra-State,Eighth Colombian War,1989,2010,22
1396,Colombia V - Santos,Colombia,Americas,Government,856,2015-03-27,Intra-State,Eighth Colombian War,1989,2010,22
1395,Colombia V - Santos,Colombia,Americas,Government,856,2015-03-07,Intra-State,Eighth Colombian War,1989,2010,22
1394,Colombia V - Santos,Colombia,Americas,Government,856,2014-12-03,Intra-State,Eighth Colombian War,1989,2010,22
1392,Colombia V - Santos,Colombia,Americas,Government,856,2014-08-05,Intra-State,Eighth Colombian War,1989,2010,22
1391,Colombia V - Santos,Colombia,Americas,Government,856,2014-07-17,Intra-State,Eighth Colombian War,1989,2010,22
817,Colombia V - Santos,Colombia,Americas,Government,856,2014-06-06,Intra-State,Eighth Colombian War,1989,2010,22
815,Colombia V - Santos,Colombia,Americas,Government,856,2014-05-16,Intra-State,Eighth Colombian War,1989,2010,22
812,Colombia V - Santos,Colombia,Americas,Government,856,2013-11-06,Intra-State,Eighth Colombian War,1989,2010,22
786,Colombia V - Santos,Colombia,Americas,Government,856,2012-08-26,Intra-State,Eighth Colombian War,1989,2010,22
827,Colombia IV - Uribe,Colombia,Americas,Government,856,2008-08-02,Intra-State,Eighth Colombian War,1989,2010,22
146,Colombia IV - Uribe,Colombia,Americas,Government,856,2004-05-13,Intra-State,Eighth Colombian War,1989,2010,22
167,Colombia IV - Uribe,Colombia,Americas,Government,856,2003-07-15,Intra-State,Eighth Colombian War,1989,2010,22
153,Colombia III - Arango,Colombia,Americas,Government,856,2002-02-07,Intra-State,Eighth Colombian War,1989,2010,22
1144,Colombia III - Arango,Colombia,Americas,Government,856,2002-01-23,Intra-State,Eighth Colombian War,1989,2010,22
157,Colombia III - Arango,Colombia,Americas,Government,856,2002-01-20,Intra-State,Eighth Colombian War,1989,2010,22
1151,Colombia III - Arango,Colombia,Americas,Government,856,2001-12-15,Intra-State,Eighth Colombian War,1989,2010,22
159,Colombia III - Arango,Colombia,Americas,Government,856,2001-11-24,Intra-State,Eighth Colombian War,1989,2010,22
154,Colombia III - Arango,Colombia,Americas,Government,856,2001-10-05,Intra-State,Eighth Colombian War,1989,2010,22
1150,Colombia III - Arango,Colombia,Americas,Government,856,2001-07-26,Intra-State,Eighth Colombian War,1989,2010,22
170,Colombia III - Arango,Colombia,Americas,Government,856,2001-06-02,Intra-State,Eighth Colombian War,1989,2010,22
1142,Colombia III - Arango,Colombia,Americas,Government,856,2001-05-11,Intra-State,Eighth Colombian War,1989,2010,22
1141,Colombia III - Arango,Colombia,Americas,Government,856,2001-04-05,Intra-State,Eighth Colombian War,1989,2010,22
1140,Colombia III - Arango,Colombia,Americas,Government,856,2001-03-09,Intra-State,Eighth Colombian War,1989,2010,22
1138,Colombia III - Arango,Colombia,Americas,Government,856,2001-02-16,Intra-State,Eighth Colombian War,1989,2010,22
145,Colombia III - Arango,Colombia,Americas,Government,856,2001-02-09,Intra-State,Eighth Colombian War,1989,2010,22
184,Colombia III - Arango,Colombia,Americas,Inter-group,856,2001-01-31,Intra-State,Eighth Colombian War,1989,2010,22
1146,Colombia III - Arango,Colombia,Americas,Government,856,2000-12-14,Intra-State,Eighth Colombian War,1989,2010,22
1543,Colombia III - Arango,Colombia,Americas,Government,856,2000-12-14,Intra-State,Eighth Colombian War,1989,2010,22
1126,Colombia III - Arango,Colombia,Americas,Government,856,2000-11-22,Intra-State,Eighth Colombian War,1989,2010,22
1149,Colombia III - Arango,Colombia,Americas,Government,856,2000-10-30,Intra-State,Eighth Colombian War,1989,2010,22
174,Colombia III - Arango,Colombia,Americas,Government,856,2000-10-18,Intra-State,Eighth Colombian War,1989,2010,22
1137,Colombia III - Arango,Colombia,Americas,Government,856,2000-08-03,Intra-State,Eighth Colombian War,1989,2010,22
172,Colombia III - Arango,Colombia,Americas,Government,856,2000-07-25,Intra-State,Eighth Colombian War,1989,2010,22
1136,Colombia III - Arango,Colombia,Americas,Government,856,2000-07-03,Intra-State,Eighth Colombian War,1989,2010,22
1139,Colombia III - Arango,Colombia,Americas,Government,856,2000-06-30,Intra-State,Eighth Colombian War,1989,2010,22
1134,Colombia III - Arango,Colombia,Americas,Government,856,2000-03-10,Intra-State,Eighth Colombian War,1989,2010,22
1135,Colombia III - Arango,Colombia,Americas,Government,856,2000-03-10,Intra-State,Eighth Colombian War,1989,2010,22
160,Colombia III - Arango,Colombia,Americas,Government,856,2000-03-02,Intra-State,Eighth Colombian War,1989,2010,22
161,Colombia III - Arango,Colombia,Americas,Government,856,2000-02-23,Intra-State,Eighth Colombian War,1989,2010,22
183,Colombia III - Arango,Colombia,Americas,Government,856,2000-02-19,Intra-State,Eighth Colombian War,1989,2010,22
1133,Colombia III - Arango,Colombia,Americas,Government,856,2000-01-28,Intra-State,Eighth Colombian War,1989,2010,22
1132,Colombia III - Arango,Colombia,Americas,Government,856,1999-12-20,Intra-State,Eighth Colombian War,1989,2010,22
165,Colombia III - Arango,Colombia,Americas,Government,856,1999-12-19,Intra-State,Eighth Colombian War,1989,2010,22
176,Colombia III - Arango,Colombia,Americas,Government,856,1999-12-03,Intra-State,Eighth Colombian War,1989,2010,22
177,Colombia III - Arango,Colombia,Americas,Government,856,1999-11-20,Intra-State,Eighth Colombian War,1989,2010,22
178,Colombia III - Arango,Colombia,Americas,Government,856,1999-11-05,Intra-State,Eighth Colombian War,1989,2010,22
179,Colombia III - Arango,Colombia,Americas,Government,856,1999-11-02,Intra-State,Eighth Colombian War,1989,2010,22
180,Colombia III - Arango,Colombia,Americas,Government,856,1999-10-25,Intra-State,Eighth Colombian War,1989,2010,22
1148,Colombia III - Arango,Colombia,Americas,Government,856,1999-06-10,Intra-State,Eighth Colombian War,1989,2010,22
155,Colombia III - Arango,Colombia,Americas,Government,856,1999-05-06,Intra-State,Eighth Colombian War,1989,2010,22
1131,Colombia III - Arango,Colombia,Americas,Government,856,1999-05-06,Intra-State,Eighth Colombian War,1989,2010,22
162,Colombia III - Arango,Colombia,Americas,Government,856,1999-05-02,Intra-State,Eighth Colombian War,1989,2010,22
1130,Colombia III - Arango,Colombia,Americas,Government,856,1999-04-28,Intra-State,Eighth Colombian War,1989,2010,22
1129,Colombia III - Arango,Colombia,Americas,Government,856,1999-01-25,Intra-State,Eighth Colombian War,1989,2010,22
1128,Colombia III - Arango,Colombia,Americas,Government,856,1999-01-09,Intra-State,Eighth Colombian War,1989,2010,22
1127,Colombia III - Arango,Colombia,Americas,Government,856,1999-01-07,Intra-State,Eighth Colombian War,1989,2010,22
1145,Colombia III - Arango,Colombia,Americas,Government,856,1998-10-08,Intra-State,Eighth Colombian War,1989,2010,22
150,Colombia II - Samper,Colombia,Americas,Government,856,1998-07-29,Intra-State,Eighth Colombian War,1989,2010,22
156,Colombia II - Samper,Colombia,Americas,Government,856,1998-07-15,Intra-State,Eighth Colombian War,1989,2010,22
171,Colombia II - Samper,Colombia,Americas,Government,856,1998-02-09,Intra-State,Eighth Colombian War,1989,2010,22
1034,Colombia II - Samper,Colombia,Americas,Government,856,1997-11-01,Intra-State,Eighth Colombian War,1989,2010,22
1122,Colombia II - Samper,Colombia,Americas,Government,856,1997-06-03,Intra-State,Eighth Colombian War,1989,2010,22
1124,Colombia II - Samper,Colombia,Americas,Government,856,1997-01-21,Intra-State,Eighth Colombian War,1989,2010,22
1121,Colombia II - Samper,Colombia,Americas,Government,856,1996-04-11,Intra-State,Eighth Colombian War,1989,2010,22
1120,Colombia II - Samper,Colombia,Americas,Government,856,1996-02-08,Intra-State,Eighth Colombian War,1989,2010,22
1119,Colombia II - Samper,Colombia,Americas,Government,856,1996-01-15,Intra-State,Eighth Colombian War,1989,2010,22
1118,Colombia II - Samper,Colombia,Americas,Government,856,1995-12-27,Intra-State,Eighth Colombian War,1989,2010,22
1117,Colombia II - Samper,Colombia,Americas,Government,856,1995-10-01,Intra-State,Eighth Colombian War,1989,2010,22
148,Colombia I - Gaviria,Colombia,Americas,Government,856,1994-06-30,Intra-State,Eighth Colombian War,1989,2010,22
919,Colombia I - Gaviria,Colombia,Americas,Government,856,1994-06-14,Intra-State,Eighth Colombian War,1989,2010,22
147,Colombia I - Gaviria,Colombia,Americas,Government,856,1994-05-26,Intra-State,Eighth Colombian War,1989,2010,22
173,Colombia I - Gaviria,Colombia,Americas,Government,856,1994-04-09,Intra-State,Eighth Colombian War,1989,2010,22
1111,Colombia I - Gaviria,Colombia,Americas,Government,856,1994-02-15,Intra-State,Eighth Colombian War,1989,2010,22
1110,Colombia I - Gaviria,Colombia,Americas,Government,856,1994-01-14,Intra-State,Eighth Colombian War,1989,2010,22
1341,Colombia I - Gaviria,Colombia,Americas,Government,856,1993-12-18,Intra-State,Eighth Colombian War,1989,2010,22
1109,Colombia I - Gaviria,Colombia,Americas,Government,856,1992-06-29,Intra-State,Eighth Colombian War,1989,2010,22
164,Colombia I - Gaviria,Colombia,Americas,Government,856,1992-03-20,Intra-State,Eighth Colombian War,1989,2010,22
1108,Colombia I - Gaviria,Colombia,Americas,Government,856,1992-03-18,Intra-State,Eighth Colombian War,1989,2010,22
1107,Colombia I - Gaviria,Colombia,Americas,Government,856,1992-03-13,Intra-State,Eighth Colombian War,1989,2010,22
1106,Colombia I - Gaviria,Colombia,Americas,Government,856,1992-03-03,Intra-State,Eighth Colombian War,1989,2010,22
1105,Colombia I - Gaviria,Colombia,Americas,Government,856,1992-02-07,Intra-State,Eighth Colombian War,1989,2010,22
1104,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-11-10,Intra-State,Eighth Colombian War,1989,2010,22
1103,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-09-06,Intra-State,Eighth Colombian War,1989,2010,22
1102,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-07-19,Intra-State,Eighth Colombian War,1989,2010,22
163,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-07-01,Intra-State,Eighth Colombian War,1989,2010,22
1101,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-06-25,Intra-State,Eighth Colombian War,1989,2010,22
1100,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-06-15,Intra-State,Eighth Colombian War,1989,2010,22
166,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-06-06,Intra-State,Eighth Colombian War,1989,2010,22
151,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-05-27,Intra-State,Eighth Colombian War,1989,2010,22
158,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-05-17,Intra-State,Eighth Colombian War,1989,2010,22
1098,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-03-06,Intra-State,Eighth Colombian War,1989,2010,22
149,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-02-15,Intra-State,Eighth Colombian War,1989,2010,22
1093,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-02-15,Intra-State,Eighth Colombian War,1989,2010,22
1092,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-01-29,Intra-State,Eighth Colombian War,1989,2010,22
152,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-01-25,Intra-State,Eighth Colombian War,1989,2010,22
1096,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-01-25,Intra-State,Eighth Colombian War,1989,2010,22
1091,Colombia I - Gaviria,Colombia,Americas,Government,856,1991-01-10,Intra-State,Eighth Colombian War,1989,2010,22
1094,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-12-28,Intra-State,Eighth Colombian War,1989,2010,22
1095,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-12-28,Intra-State,Eighth Colombian War,1989,2010,22
1099,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-10-21,Intra-State,Eighth Colombian War,1989,2010,22
1090,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-10-10,Intra-State,Eighth Colombian War,1989,2010,22
1089,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-09-28,Intra-State,Eighth Colombian War,1989,2010,22
1088,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-09-24,Intra-State,Eighth Colombian War,1989,2010,22
1097,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-09-14,Intra-State,Eighth Colombian War,1989,2010,22
920,Colombia I - Gaviria,Colombia,Americas,Government,856,1990-08-26,Intra-State,Eighth Colombian War,1989,2010,22
