AgtId,PPName,Con,Reg,Contp,CowWar,Dat,War Type,War Name,Year From,Year To,War Duration
315,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1997-11-24,Intra-State,Bougainville Secession War,1989,1992,4
561,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1997-10-10,Intra-State,Bougainville Secession War,1989,1992,4
561,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1997-10-10,Intra-State,Bougainville Secession War,1989,1992,4
560,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1997-07-18,Intra-State,Bougainville Secession War,1989,1992,4
560,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1997-07-18,Intra-State,Bougainville Secession War,1989,1992,4
447,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1996-06-04,Intra-State,Bougainville Secession War,1989,1992,4
447,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1996-06-04,Intra-State,Bougainville Secession War,1989,1992,4
313,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1996-02-01,Intra-State,Bougainville Secession War,1989,1992,4
313,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1996-02-01,Intra-State,Bougainville Secession War,1989,1992,4
316,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1995-12-01,Intra-State,Bougainville Secession War,1989,1992,4
316,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1995-12-01,Intra-State,Bougainville Secession War,1989,1992,4
607,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1995-05-18,Intra-State,Bougainville Secession War,1989,1992,4
607,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1995-05-18,Intra-State,Bougainville Secession War,1989,1992,4
326,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-11-25,Intra-State,Bougainville Secession War,1989,1992,4
326,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-11-25,Intra-State,Bougainville Secession War,1989,1992,4
468,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-10-18,Intra-State,Bougainville Secession War,1989,1992,4
468,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-10-18,Intra-State,Bougainville Secession War,1989,1992,4
232,Bougainville: peace process,(Bougainville),Asia and Pacific,Government/territory,854,1994-09-28,Intra-State,Bougainville Secession War,1989,1992,4
232,Bougainville: peace process,(Bougainville),Asia and Pacific,Government/territory,854,1994-09-28,Intra-State,Bougainville Secession War,1989,1992,4
639,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-09-03,Intra-State,Bougainville Secession War,1989,1992,4
639,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-09-03,Intra-State,Bougainville Secession War,1989,1992,4
588,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-08-27,Intra-State,Bougainville Secession War,1989,1992,4
588,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1994-08-27,Intra-State,Bougainville Secession War,1989,1992,4
570,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1991-01-23,Intra-State,Bougainville Secession War,1989,1992,4
570,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1991-01-23,Intra-State,Bougainville Secession War,1989,1992,4
1017,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1990-10-05,Intra-State,Bougainville Secession War,1989,1992,4
1017,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1990-10-05,Intra-State,Bougainville Secession War,1989,1992,4
377,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1990-08-05,Intra-State,Bougainville Secession War,1989,1992,4
377,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1990-08-05,Intra-State,Bougainville Secession War,1989,1992,4
295,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1990-03-01,Intra-State,Bougainville Secession War,1989,1992,4
295,Bougainville: peace process,Bougainville,Asia and Pacific,Government/territory,854,1990-03-01,Intra-State,Bougainville Secession War,1989,1992,4
133,Darfur-Sudan peace process,(Darfur),Africa (excl MENA),Territory,927,2007-02-15,Intra-State,Darfur War,2003,2006,4
133,Darfur-Sudan peace process,(Darfur),Africa (excl MENA),Territory,927,2007-02-15,Intra-State,Darfur War,2003,2006,4
133,Darfur-Sudan peace process,(Darfur),Africa (excl MENA),Territory,927,2007-02-15,Intra-State,Darfur War,2003,2006,4
133,Darfur-Sudan peace process,(Darfur),Africa (excl MENA),Territory,927,2007-02-15,Intra-State,Darfur War,2003,2006,4
1812,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2003-09-03,Intra-State,Darfur War,2003,2006,4
1812,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2003-09-03,Intra-State,Darfur War,2003,2006,4
1812,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2003-09-03,Intra-State,Darfur War,2003,2006,4
875,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2013-04-06,Intra-State,Darfur War,2003,2006,4
875,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2013-04-06,Intra-State,Darfur War,2003,2006,4
876,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2013-03-29,Intra-State,Darfur War,2003,2006,4
876,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2013-03-29,Intra-State,Darfur War,2003,2006,4
880,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2013-02-10,Intra-State,Darfur War,2003,2006,4
880,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2013-02-10,Intra-State,Darfur War,2003,2006,4
855,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2012-10-22,Intra-State,Darfur War,2003,2006,4
855,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2012-10-22,Intra-State,Darfur War,2003,2006,4
851,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2011-07-16,Intra-State,Darfur War,2003,2006,4
851,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2011-07-16,Intra-State,Darfur War,2003,2006,4
749,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2011-07-14,Intra-State,Darfur War,2003,2006,4
749,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2011-07-14,Intra-State,Darfur War,2003,2006,4
853,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2011-05-31,Intra-State,Darfur War,2003,2006,4
853,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2011-05-31,Intra-State,Darfur War,2003,2006,4
751,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-07-22,Intra-State,Darfur War,2003,2006,4
751,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-07-22,Intra-State,Darfur War,2003,2006,4
753,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-03-18,Intra-State,Darfur War,2003,2006,4
753,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-03-18,Intra-State,Darfur War,2003,2006,4
754,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-03-18,Intra-State,Darfur War,2003,2006,4
754,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-03-18,Intra-State,Darfur War,2003,2006,4
755,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-02-23,Intra-State,Darfur War,2003,2006,4
755,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2010-02-23,Intra-State,Darfur War,2003,2006,4
748,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2009-02-17,Intra-State,Darfur War,2003,2006,4
748,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2009-02-17,Intra-State,Darfur War,2003,2006,4
699,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2007-08-06,Intra-State,Darfur War,2003,2006,4
699,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2007-08-06,Intra-State,Darfur War,2003,2006,4
1065,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2006-06-08,Intra-State,Darfur War,2003,2006,4
1065,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2006-06-08,Intra-State,Darfur War,2003,2006,4
350,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2006-05-05,Intra-State,Darfur War,2003,2006,4
350,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2006-05-05,Intra-State,Darfur War,2003,2006,4
94,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2005-07-05,Intra-State,Darfur War,2003,2006,4
94,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2005-07-05,Intra-State,Darfur War,2003,2006,4
90,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-11-09,Intra-State,Darfur War,2003,2006,4
90,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-11-09,Intra-State,Darfur War,2003,2006,4
91,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-11-09,Intra-State,Darfur War,2003,2006,4
91,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-11-09,Intra-State,Darfur War,2003,2006,4
92,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-05-28,Intra-State,Darfur War,2003,2006,4
92,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-05-28,Intra-State,Darfur War,2003,2006,4
905,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-04-25,Intra-State,Darfur War,2003,2006,4
905,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-04-25,Intra-State,Darfur War,2003,2006,4
647,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-04-08,Intra-State,Darfur War,2003,2006,4
647,Darfur-Sudan peace process,Darfur,Africa (excl MENA),Government/territory,927,2004-04-08,Intra-State,Darfur War,2003,2006,4
237,Chad-Libya border peace process,Libya,Cross-regional,Territory,207,1994-04-04,Inter-State,War over the Aouzou Strip,1986,1987,2
237,Chad-Libya border peace process,Libya,Cross-regional,Territory,207,1994-04-04,Inter-State,War over the Aouzou Strip,1986,1987,2
2074,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2005-09-29,Inter-State,Korean War,1950,1953,4
2074,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2005-09-29,Inter-State,Korean War,1950,1953,4
2074,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2005-09-29,Inter-State,Korean War,1950,1953,4
2074,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2005-09-29,Inter-State,Korean War,1950,1953,4
2074,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2005-09-29,Inter-State,Korean War,1950,1953,4
2074,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2005-09-29,Inter-State,Korean War,1950,1953,4
2105,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2018-09-19,Inter-State,Korean War,1950,1953,4
2105,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2018-09-19,Inter-State,Korean War,1950,1953,4
2104,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2018-04-27,Inter-State,Korean War,1950,1953,4
2104,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2018-04-27,Inter-State,Korean War,1950,1953,4
1073,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2007-10-04,Inter-State,Korean War,1950,1953,4
1073,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2007-10-04,Inter-State,Korean War,1950,1953,4
541,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2000-06-15,Inter-State,Korean War,1950,1953,4
541,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,2000-06-15,Inter-State,Korean War,1950,1953,4
1231,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,1992-01-20,Inter-State,Korean War,1950,1953,4
1231,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,1992-01-20,Inter-State,Korean War,1950,1953,4
1232,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,1991-12-13,Inter-State,Korean War,1950,1953,4
1232,North Korea - South Korea interstate process,South Korea,Asia and Pacific,Territory,151,1991-12-13,Inter-State,Korean War,1950,1953,4
2106,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2018-06-12,Inter-State,Korean War,1950,1953,4
2106,North Korea - South Korea interstate process,United States of America,Cross-regional,Territory,151,2018-06-12,Inter-State,Korean War,1950,1953,4
223,US-North Korea interstate process,United States of America,Cross-regional,Territory,151,1994-10-21,Inter-State,Korean War,1950,1953,4
223,US-North Korea interstate process,United States of America,Cross-regional,Territory,151,1994-10-21,Inter-State,Korean War,1950,1953,4
1960,North Korea - South Korea interstate process,United States of America,Cross-regional,Inter-group,151,1993-06-11,Inter-State,Korean War,1950,1953,4
1960,North Korea - South Korea interstate process,United States of America,Cross-regional,Inter-group,151,1993-06-11,Inter-State,Korean War,1950,1953,4
1083,Colombia V - Santos,Venezuela,Americas,Government,856,2010-08-10,Intra-State,Eighth Colombian War,1989,2010,22
1083,Colombia V - Santos,Venezuela,Americas,Government,856,2010-08-10,Intra-State,Eighth Colombian War,1989,2010,22
887,Nicaragua contra process,Nicaragua,Americas,Government,828,1990-04-03,Intra-State,Contra War,1982,1990,9
887,Nicaragua contra process,Nicaragua,Americas,Government,828,1990-04-03,Intra-State,Contra War,1982,1990,9
887,Nicaragua contra process,Nicaragua,Americas,Government,828,1990-04-03,Intra-State,Contra War,1982,1990,9
887,Nicaragua contra process,Nicaragua,Americas,Government,828,1990-04-03,Intra-State,Contra War,1982,1990,9
887,Nicaragua contra process,Nicaragua,Americas,Government,828,1990-04-03,Intra-State,Contra War,1982,1990,9
1229,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-07-13,Intra-State,Croatian Independence War,1991,1992,2
1229,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-07-13,Intra-State,Croatian Independence War,1991,1992,2
1229,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-07-13,Intra-State,Croatian Independence War,1991,1992,2
422,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-07-07,Intra-State,Croatian Independence War,1991,1992,2
422,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-07-07,Intra-State,Croatian Independence War,1991,1992,2
422,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-07-07,Intra-State,Croatian Independence War,1991,1992,2
1200,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1994-12-02,Intra-State,Croatian Independence War,1991,1992,2
1200,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1994-12-02,Intra-State,Croatian Independence War,1991,1992,2
324,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1994-03-29,Intra-State,Croatian Independence War,1991,1992,2
324,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1994-03-29,Intra-State,Croatian Independence War,1991,1992,2
1464,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-09-15,Intra-State,Croatian Independence War,1991,1992,2
1464,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-09-15,Intra-State,Croatian Independence War,1991,1992,2
1463,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-07-23,Intra-State,Croatian Independence War,1991,1992,2
1463,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-07-23,Intra-State,Croatian Independence War,1991,1992,2
1462,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-07-15,Intra-State,Croatian Independence War,1991,1992,2
1462,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-07-15,Intra-State,Croatian Independence War,1991,1992,2
1938,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-06-16,Intra-State,Croatian Independence War,1991,1992,2
1938,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-06-16,Intra-State,Croatian Independence War,1991,1992,2
1461,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-04-06,Intra-State,Croatian Independence War,1991,1992,2
1461,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-04-06,Intra-State,Croatian Independence War,1991,1992,2
1460,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-03-18,Intra-State,Croatian Independence War,1991,1992,2
1460,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1993-03-18,Intra-State,Croatian Independence War,1991,1992,2
1851,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1992-07-29,Intra-State,Croatian Independence War,1991,1992,2
1851,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1992-07-29,Intra-State,Croatian Independence War,1991,1992,2
1882,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1992-05-23,Intra-State,Croatian Independence War,1991,1992,2
1882,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1992-05-23,Intra-State,Croatian Independence War,1991,1992,2
1019,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1992-01-02,Intra-State,Croatian Independence War,1991,1992,2
1019,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1992-01-02,Intra-State,Croatian Independence War,1991,1992,2
1880,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-27,Intra-State,Croatian Independence War,1991,1992,2
1880,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-27,Intra-State,Croatian Independence War,1991,1992,2
1888,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-16,Intra-State,Croatian Independence War,1991,1992,2
1888,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-16,Intra-State,Croatian Independence War,1991,1992,2
1457,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-11,Intra-State,Croatian Independence War,1991,1992,2
1457,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-11,Intra-State,Croatian Independence War,1991,1992,2
1456,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-08,Intra-State,Croatian Independence War,1991,1992,2
1456,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-08,Intra-State,Croatian Independence War,1991,1992,2
1455,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-07,Intra-State,Croatian Independence War,1991,1992,2
1455,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-07,Intra-State,Croatian Independence War,1991,1992,2
1173,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-01,Intra-State,Croatian Independence War,1991,1992,2
1173,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-12-01,Intra-State,Croatian Independence War,1991,1992,2
1454,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-27,Intra-State,Croatian Independence War,1991,1992,2
1454,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-27,Intra-State,Croatian Independence War,1991,1992,2
318,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-23,Intra-State,Croatian Independence War,1991,1992,2
318,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-23,Intra-State,Croatian Independence War,1991,1992,2
1453,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-22,Intra-State,Croatian Independence War,1991,1992,2
1453,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-22,Intra-State,Croatian Independence War,1991,1992,2
1651,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-19,Intra-State,Croatian Independence War,1991,1992,2
1651,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-19,Intra-State,Croatian Independence War,1991,1992,2
1650,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-18,Intra-State,Croatian Independence War,1991,1992,2
1650,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-18,Intra-State,Croatian Independence War,1991,1992,2
1649,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-06,Intra-State,Croatian Independence War,1991,1992,2
1649,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-06,Intra-State,Croatian Independence War,1991,1992,2
1879,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-05,Intra-State,Croatian Independence War,1991,1992,2
1879,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-11-05,Intra-State,Croatian Independence War,1991,1992,2
1452,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-10-18,Intra-State,Croatian Independence War,1991,1992,2
1452,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-10-18,Intra-State,Croatian Independence War,1991,1992,2
1451,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-10-14,Intra-State,Croatian Independence War,1991,1992,2
1451,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-10-14,Intra-State,Croatian Independence War,1991,1992,2
1648,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-10-08,Intra-State,Croatian Independence War,1991,1992,2
1648,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-10-08,Intra-State,Croatian Independence War,1991,1992,2
1450,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-22,Intra-State,Croatian Independence War,1991,1992,2
1450,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-22,Intra-State,Croatian Independence War,1991,1992,2
1449,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-17,Intra-State,Croatian Independence War,1991,1992,2
1449,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-17,Intra-State,Croatian Independence War,1991,1992,2
1647,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-01,Intra-State,Croatian Independence War,1991,1992,2
1647,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-01,Intra-State,Croatian Independence War,1991,1992,2
1448,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-01,Intra-State,Croatian Independence War,1991,1992,2
1448,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,864,1991-09-01,Intra-State,Croatian Independence War,1991,1992,2
1220,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1997-10-03,Intra-State,Croatia-Krajina War,1995,1995,1
1220,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1997-10-03,Intra-State,Croatia-Krajina War,1995,1995,1
1219,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1996-12-19,Intra-State,Croatia-Krajina War,1995,1995,1
1219,Dissolution of Yugoslavia,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1996-12-19,Intra-State,Croatia-Krajina War,1995,1995,1
287,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1996-08-23,Intra-State,Croatia-Krajina War,1995,1995,1
287,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1996-08-23,Intra-State,Croatia-Krajina War,1995,1995,1
1218,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1996-01-15,Intra-State,Croatia-Krajina War,1995,1995,1
1218,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1996-01-15,Intra-State,Croatia-Krajina War,1995,1995,1
1217,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government,891,1995-11-22,Intra-State,Croatia-Krajina War,1995,1995,1
1217,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government,891,1995-11-22,Intra-State,Croatia-Krajina War,1995,1995,1
563,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-11-12,Intra-State,Croatia-Krajina War,1995,1995,1
563,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-11-12,Intra-State,Croatia-Krajina War,1995,1995,1
1181,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-10-03,Intra-State,Croatia-Krajina War,1995,1995,1
1181,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-10-03,Intra-State,Croatia-Krajina War,1995,1995,1
1468,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-08-08,Intra-State,Croatia-Krajina War,1995,1995,1
1468,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-08-08,Intra-State,Croatia-Krajina War,1995,1995,1
1215,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-08-06,Intra-State,Croatia-Krajina War,1995,1995,1
1215,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1995-08-06,Intra-State,Croatia-Krajina War,1995,1995,1
1875,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1994-01-19,Intra-State,Croatia-Krajina War,1995,1995,1
1875,Croatia negotiation process,Yugoslavia (former),Europe and Eurasia,Government/territory,891,1994-01-19,Intra-State,Croatia-Krajina War,1995,1995,1
141,Ecuador-Peru border dispute peace process,Peru,Americas,Territory,217,1998-10-26,Inter-State,Cenepa Valley War,1995,1995,1
141,Ecuador-Peru border dispute peace process,Peru,Americas,Territory,217,1998-10-26,Inter-State,Cenepa Valley War,1995,1995,1
212,Ecuador-Peru border dispute peace process,Peru,Americas,Territory,217,1998-10-26,Inter-State,Cenepa Valley War,1995,1995,1
212,Ecuador-Peru border dispute peace process,Peru,Americas,Territory,217,1998-10-26,Inter-State,Cenepa Valley War,1995,1995,1
625,Ecuador-Peru border dispute peace process,Peru,Americas,Territory,217,1998-10-26,Inter-State,Cenepa Valley War,1995,1995,1
625,Ecuador-Peru border dispute peace process,Peru,Americas,Territory,217,1998-10-26,Inter-State,Cenepa Valley War,1995,1995,1
